Main_Category,Course_Title,Description,Course_Content,Lecturers_name
Personal Development,Triple Your Memory and Reading Speed in One Hour,"The Best Ways to Remember Everything Including Names, Where You Put Things, What You Read, and prevent Alzheimer's. ",Choose the best supplements to bring your body to new levels of health and mental clarity.. Know the best practices that keep you mentally sharp.. Remember names and passwords more effectively.,Jonathan Robinson
Personal Development,Speed Reading and Learning,Learn how to increase your reading speed and become a more effective learner,Enhance your reading abilities by at least doubling your current reading speed.. Increase your comprehension of what you have read.. Increase your retention of your reading or studies,Wayne Farrell
Personal Development,Speed Reading and Comprehension Improvement Course,Boost Your Learning Potential with Proven Techniques for Speed Reading and Enhanced Comprehension,"Develop speed reading skills to read faster while retaining information. Improve comprehension and retention for a better understanding of written material. Build vocabulary through contextual clues, word roots, and affixes",Mohamed Aqeeb Karatela
Personal Development,Beat Procrastination & Get Things Done Easily,Proven strategies to increase your productivity dramatically and DOUBLE what you get done every day,Take quick decisions and Take more actions. Get motivated to achieve your outcomes and dreams. Get more done in less time,Mayur Bardolia
Personal Development,The Procrastination Trap: How to Break Free and Start Living,The Power of Tiny Habits: A Step-by-Step Guide in How to Change Your Life One Small Step at a Time,Eliminate Overwhelm. High-volume Efficiency. Work Smartly,Dr. Marcel Tella Amo
Personal Development,How to Overcome Procrastination: 3 Proven Techniques,Learn 3 Proven Techniques to Break Free from Laziness and Achieve More in Your Life!,How to stay energetic!. How to Overcome Laziness!. How to Stop Procrastination,Nitesh Gurnani
Personal Development,From Procrastination To Productivity,Procrastination Comes From Deep Within Us When We Fight Ourselves And Our Right To Be Whole By Breaking Ourselves Up,"Learn techniques to figure out why they are procrastinating, and use that knowledge to move quicker away from procrastination to working on their gifts.",Boom Shikha
Personal Development,21 Day NLP Coaching program - Get Rid of Procrastination,Neuro Linguistic Program. Remove the roots of Procrastination and step into your energy source.,"Identify authentic life strategy according to inner values and a background. How to align your daily life with your inner flow.. How to step into energy source using NLP techniques, guided and dynamic meditations. Recognise and build up essential qualities  to achieve goals and successful life style",Valentin Rodin
Personal Development,Mind Power - 6 Simple Techniques To Improve Your Focus,Mind Power Techniques - 6 Simple Techniques To Improve Your Focus Using Powerful Mind Power And Relaxation Techniques,You will learn the 6 simple yet powerful techniques that are required to enhance and improve your personal life and give you the desired results. By the end of the course you will learn 6 simple yet powerful positive mind power techniques that will help you to improve your focus in your life. You will also learn Mindfulness and Relaxation techniques to make your mind more alert and relaxed to become more focused and alert in your life.,Pradeep Aggarwal
Personal Development,40 Days of Focus to Improve Productivity and Goal Setting,Daily motivation and direction to reach any goal.,Learn how to create motivation instead of waiting for it to strike using the MOTIVation Matrix.. Discover the best way to gain and keep momentum for the long term.. Receive a daily dose of encouragement and direction.,Paul Evans
Personal Development,Focus Mastery: How to Beat Laziness and Get More Done,"Focus Your Mind, Change Your Life: Harness Your Attention and Achieve Your Greatest Potential for an Easy Life",Sharpen your focus and boost productivity.. Learn practical techniques to eliminate distractions.. Retain information more effectively and improve memory recall.,Dr. Marcel Tella Amo
Personal Development,"Hacking Dyslexia, ADHD, Neurodivergent Challenges",Better Reading Writing & Focus,"Part one is about focusing, just dealing with getting your ""stuff"" done!. Part two is about that dreaded task of writing. The tools will also help you with the task of getting stuff on paper.. Part three is all about reading, just helping you get through that essay, journal, paper, or report that you have been asked to read and edit.",Paul Tilley
Personal Development,Fraud: Focus on Cash and Assets,This course addresses asset misappropriation.,"Explore the types of asset misappropriation.. Identify fraudulent schemes related to cash on hand.. Explore fraudulent schemes for cash receipts including skimming, lapping, refund or discount skimming, short-term (ST) skimming.",Illumeo Learning. Lynn Fountain (Illumeo)
Personal Development,Focus Now!,Unleash your full potential to face challenges and work faster!,Focus. Productivity. Self-control,Antonio L. Flores-Galea
Personal Development,"Crush your Comfort Zone, Focus and Grow: 5 step Challenge",Public Speaking Skills | Pro and Personal Productivity Tools & Time Management Skills | Goal Setting Worksheet,Use Essential Techniques for Improving Concentration. Get more accomplished in Less Time. Improve your Attention Span,Christophe Ternay
Personal Development,"Leadership, management & entrepreneurship in the 21 Century","Combining leadership, management & entrepreneurship skills, discover the 21 Principles of 21st Century Leadership.",Learn how to be a 21st Century leader. Create an inspiring vision and powerful sense of purpose. Create and lead a high-performing team,Leadapreneur Academy
Personal Development,Managing a Global Team with Confidence,Learn from an Emmy-Award Winner and a #1 LinkedIn Instructor on developing global leadership communications skills.,Managing a Global Team. Leadership Skills. Cross-Cultural Communications,Jessica Chen
Personal Development,Safety Management System for Civil Aviation (SMS),"Based on ICAO Annex 19, doc. 9859 requirements. Also fits the IATA and EASA requirements on SMS training.",You will learn what is Safety Management System and how it's designed. You will learn how to easily detect hazards at your workplace. You will understand your role in Safety Management System,Octavian Naframita
Personal Development,Sustainability Management in Business,"Everything you need to know about creating sustainable value, ESG and building business resilience","Develop skills to design a practical approach with strategies for addressing sustainability challenges in operations at your organization.. Build confidence to identify sustainable new business opportunities, create sustainable value and competitive advantages for the company.. Develop skills required to analyze, plan, lead, and manage sustainable business operations in a rapidly changing business environment.",Dr. Haritha Wedathanthirige
Personal Development,"Management Skills- Leadership, Engagement, Poor Performance!",Management & Leadership Skills and Techniques to Develop Higher Employee Engagement and Manage Poor Performance,Learn how to address poor performance. Give you a roadmap for tackling the tough conversations. Discuss hard decisions that come with responding to poor performers,Patrick Fagan
Personal Development,Diploma Course in Retail Management,"Enhance your skills (Operations/Sales/VM/HR/SCM) in the ever growing Retail industry - Cover latest trends, casestudies",Get Diploma in Retail Management. Explain different retail formats. Know about key players,Akaaro Consulting and Development Systems
Personal Development,Business Fundamentals: Management and HR Management,Management and HR Management Fundamentals: Become a more effective leader and supercharge your business for success,What makes for a great manager. The responsibilities of a manager. How to manage operations,365 Careers
Personal Development,Coaching for Managers,Being able to coach staff is a must have tool for all managers who want to get the most out of their staff,"Recognize opportunities to build your team's knowledge, skills, abilities and confidence. Prepare for coaching discussions with your staff. Use the coaching process to conduct coaching for your team members",Nigel Young
Personal Development,Bar & Hospitality Management Training Course,Take the next step,Bar Management. Hospitality Management. Hospitality Progression,Oliver Barwell
Personal Development,Successfully Transitioning Into Supervision,Learn important tips and techniques that will help you transition smoothly and accelerate your development and success.,Take a strategic approach to supervision that will enhance your performance. Understand how to get a clear view of expectations and how to empower your team. How to utilize support resources and avoid common mistakes,Keith Shaw
Personal Development,IT Infrastructure Manager 101 - Become a Great Manager,The knowledge and expertise you need to be a great IT Infrastructure Manager!,"Understand the role and responsibilities of an IT Infrastructure Manager. Gain knowledge of the key components of IT infrastructure, including hardware, software, network, and storage. Learn best practices for IT infrastructure management",Emilio Aguero
Personal Development,Ace Manager Job Interview & Career (Engineering Tech &Other),How to Get Hired/ Grow as Software Engineer Manager /Other: Train Team Lead Coach Trust Delegate Feedback Politics Skill,Ace engineering manager or non-tech manager job interview questions. Avoid pitfalls/ detours during challenges as a manager. Better work with your manager,Conan Y
Personal Development,Improving Diversity and Inclusion (DEI) in Your Workplace,"Learn the ins and outs of Diversity, Equity, and Inclusion","Describe the definition and importance of diversity, equity, and inclusion (DEI) and how you are personally responsible for upholding DEI in your workplace.. Understand what diversity and inclusion are and how to measure them.. Explain why DEI matters in the workplace and in ones personal life.",Bigger Brains
Personal Development,Understanding Unconscious Bias,Building Awareness to Leverage Diversity in the Workplace,Understand how unconscious biases are created. Understand the effects of unconscious bias in the workplace. Discover personal unconscious biases,Nikki Woodford. Anonymized User
Personal Development,Certificate Course In Differentiated Instruction,An Inclusive Education Strategy for Teachers,A detailed course that will teach students the concept of Differentiated Instruction and it's application in an inclusive classroom. Students will also learn about the need and importance of Differentiated Instruction.,Dr Smita Desai
Personal Development,Diversity and Inclusion in the Workplace - Race & Gender,Dealing with the heart of Race and Gender Inequality in the Workplace,Frame why diversity and inclusion is important. Be aware of your internal personal barriers to diversity and inclusion in the workplace and how to overcome them. Each topic is aided by reflective questions. Build authentic relationships with diverse colleagues and work associates in an inclusive manner,"Jesmane Boggenpoel MPA (Harvard), CA (SA)"
Personal Development,How to Lead Through Diversity and Inclusion,"This course explores how changing demographics, globalization, and talent shortages create more diverse workplaces.","Identify what Diversity & Inclusion is and recognize what it means to the workplace.. Explore ""unconscious bias"" and how it affects decision making.. Explore how current research has demonstrated the bottom line impact of Diversity & Inclusion.",Illumeo Learning. Marjorie Derven (Illumeo)
Personal Development,"Equality, Diversity and Inclusion Essentials","How we can all work  to create an inclusive, tolerant and productive workplace where everyone can be their best selves.","What we mean by equality, diversity and inclusion. The basic provisions of the Equality Act 2010. The key benefits of having an inclusive working environment",Skill Boosters
Personal Development,Mitigating Bias in Talent Acquisition,Unlocking Opportunities for All Candidates,"Recognize the critical practice of mitigating bias and understand its significance in maintaining organizational innovation, brand reputation, and growth. Gain a comprehensive understanding of bias mitigation in talent acquisition, from the initial decision to fill a position, through screening to interviewing. Learn how inadvertent reinforcement of bias in one area can impact efforts in other areas of talent acquisition","Samara Hakim, JD"
Personal Development,Leadership Through The Art Of Masterful Communication,"Become an empowered leader, achieve your highest levels of performance, and influence others with supreme confidence.","Teaches you how to be a confident, influential leader.. Empowers you to effectively communicate what you need to thrive.. Creates daily practices that bring more joy and meaning into your life.",Adam Piandes
Personal Development,Mastering Effective Communication,"How to make your conversations more meaningful, concise and mutually satisfying",You will understand advanced communication concepts often not covered by formal education. The main elements of effective communication. How to make your communications 'fit for purpose',Skill Boosters. Barry Winbolt
Personal Development,Intercultural communication,Get the best experience interacting with people from other culture or background,Understand how our cultural background impacts our worldview and interaction with others. Know who you are and why you act like you do. Know how others might act different to stand for same values,Amaro Araujo
Personal Development,"Improve Communication: Speak Smoothly, Clearly & Confidently","Learn How You Can Clear Interviews, Express Your Ideas, & Make Presentations Smoothly & Confidently!","Learn to speak more smoothly so that both you and those to whom you are speaking feel relaxed, tuned in, and focused.. Learn to speak more fluently so your thoughts and words stream together in sync. Learn to speak more clearly so that your listeners can understand exactly what you're saying and what you mean.",Michael Williams
Personal Development,Communication Skills Masterclass - Your Communication Guide,Communication Skill For Business Communication &amp; Effective Communication In Workplace &amp; Relationships.,"Learn Theories, Models, And Principles Of Communication. Learn Oral Communication Best Practices, Techniques, And Tips. Understand The Concept Of 'Noise' In Communication",Peter Alkema. Salil Dhawan
Personal Development,Communication Skills for the Global Workplace,Practical Communication Skills,How to influence. How to write emails that get replies. How to present with confidence,Jamie Dixon
Personal Development,Communication Skills: Acquire Effective Communication,Master Communication Skills: Effective Communication is essential in both professional and personal life.,Learn effective communication skills.. Understand the value of different forms of communication.. Different aspects of communication and their importance.,Meritshot Academy
Personal Development,How to Manage Difficult People,Proven strategies to identify and understand awkward and challenging behaviours and how to manage them,"By the end of this course you will be able to deal with difficult staff, customers, colleagues and your boss.",Alan Fairweather
Personal Development,Beyond Conflict Management - Deal with Challenging People,When you've tried EVERYTHING else - transform your life by essentially eliminating the challenging people around you.,"How to become ""unbotherable"" (that's right - challenging people will no longer irritate you).. How to move through life with grace and ease by adopting simple mindfulness activities.. How to use energy-shifting techniques to diffuse any difficult situation.",Heather Frederick
Personal Development,Mediation process and practice: beginner to practitioner,Certificate of Completion available,"Revisit crucial interpersonal communication skills, learn core mediation principles and process.. Develop new skills that are relevant to all relationships around you - at home, at work and in community settings.. An excellent CPD opportunity across a range of professions and careers.","Hen Wilkinson, PhD, Director Community Resolve"
Personal Development,Conflict Resolution Strategies,"How to recognize conflicts, choose the best resolution strategies, control emotions, negotiate and prevent escalation",Identify the best strategies to deal with conflict. Understand the difference between constructive and destructive conflicts. Achieve desired results from conflict,Naira Velumyan
Personal Development,Resolving Conflict in the Birth Room,Learn how to empower your clients and to diffuse tough situations,Learn about the team players during birth. How to resolve conflict in a peaceful way verbally and physically.. Tips to empower your clients to speak for themself,Rebekah Porter
Personal Development,Relationship Management - Overview,Understand how to adopt the role of relationship management and see what successful Relationship Management looks like,"Understand the context of Relationship Management and it's ""VITAR"" Framework.. Understand the fundamentals of Relationship Management. Understand different forms of engagement",Jon Baxter
Personal Development,The Affair Crisis Plan,An Intelligent and Practical Response to Relationship Betrayal,Restore common sense and reason in an emotionally loaded situation using six proven strategies.. Reestablish genuine trust using solutions that eliminate deception and entitlement.. Bring back relational order by effectively dealing with the third-party without the anxiety that your partner will re-engage with the other person.,"Les Carter, Ph. D."
Personal Development,The Twin Flame Formula,Master the Twin Flame Path,What a Twin Flame Is. How to Recognize Your True Twin Flame. The 5 Steps to Harmonious Union,Penelope Badger
Personal Development,Relationship Rescue: 10 Guided Steps to a Great Relationship,"Learn How to Create a Relationship with Healthy Communication, Connection, Intimacy, Friendship, Fidelity and Fun!","Understand and implement the most important traits of a successful relationship! They will master the art of healthy communication, manage conflict in a constructive way, and repair relationship injuries. Couples will also understand how to set healthy boundaries and treat each other respectfully even when they are having trouble getting along. They will know how to nurture their friendship, create connection, make sexual intimacy a priority and envision a future of shared dreams!",Kathleen Mates-Youngman
Personal Development,The 7 Subconscious Beliefs That Sabotage Joy and Success,"How to Eliminate Stress, Anxiety and Self-Sabotage in Relationships and Career and Become Supremely Confident",Discover how limiting beliefs sabotage the quality of your life.. Gain the ability to overcome personal fears and show up with confidence.. Know how to build self-esteem and ensure you get the rewards you want.,Rob and Uli Szentes
Personal Development,"How to build strong, lasting relationships and avoid turmoil","How to love and overcome relationship turmoil - practical guide to detect and solve stagnation, strife and frustration",Understand how you sabotage your own happiness and how to stop it. Develop patience and compassion towards others. Help others grow without becoming enablers,"Flavio Souza-Campos, Ph.D."
Personal Development,Relationship Mastery: Proven Strategies with Shaft Uddin,"Relationship Mastery: Proven Strategies for Healthy, Lasting Connections","Students will learn proven strategies for building healthy, lasting relationships, whether practicing monogamy or polyamory.. Develop emotional intelligence and enhance conflict resolution skills.. Learn how to set boundaries and negotiate agreements in a relationship.",Shaft Uddin
Personal Development,Speak Up! Stand Out and be HAPPY,"Polish your communication skills by learning simple techniques + easy adjustments to your mind, voice + body.",Set your course for success.. Tame the voice of your inner critic.. Stay calm and focused.,Alexa Fischer
Personal Development,Speak Confidently and be from The Elite,"Controlling Anxiety - Enhancing Self Confidence - The Subconscious Mind - Attract People & Success to you ""Super Course""",Speak in public With Confidence And Charisma with no fear or worries.. Reduce Negative Emotions and Self-acceptance.. Deal with people's criticisms and negative opinions without letting them affect you.,Khaldoon M
Personal Development,Public Speaking for Engineers: Never Get Lost in Tech Detail,"Public Speaking: present technical information in an understandable and memorable way, even to non-engineering audiences",Deliver technical presentations effectively. Use PowerPoint without boring your audience. Speak without getting lost in the details,TJ Walker. Media Training Worldwide Digital
Personal Development,Public Speaking for Kids (& Parents) Kids Can Speak!,Public Speaking: It's never too early to learn how to speak effectively and with confidence. An essential life skill,Deliver effective classroom presentations. Speak in a variety of academic and extra-curricular situations. Present with confidence,TJ Walker. Media Training Worldwide Digital
Personal Development,Speaking on the Telephone: Confidently Speak on the Phone,"Tips and tricks to sound comfortable, confident and relaxed on any phone call",Speak on the telephone with confidence and authority. Communicate effectively on all phone calls. Talk with clarity on calls,TJ Walker. Media Training Worldwide Digital
Personal Development,Smart Tips: Public Speaking,"A collection of 43 micro-lessons for expert public speaking, storytelling, deck crafting, and audience engagement","Identify what makes a great public speaker - and how anyone can use these. Manage public speaking anxiety and demonstrate confidence. Leverage the 3 V's of public speaking: Verbal, Vocal, and Visual",Deborah Grayson Riegel
Personal Development,"Public Speaking: Eliminate Verbal Tics, Uh, Um, Er, Ya Know","Presentation Skills Without the Verbal Tics ""like"" ""um"" ""er"" ""so"" ""well"" ""ya see"" ""uh""",Eliminate or greatly reduce the number of verbal tics spoken. Speak with greater poise and confidence. Pause appropriately without panicking or filling up the space,TJ Walker. Media Training Worldwide Digital
Personal Development,Recruitment Tools for Difficult Times,The needed Virtual Interviewing Skills for Pandemic Context or VUCA world,Virtual Interviewing by using Projective or In-Basket Interview. How to effectively recruit and avoid biases when evaluating your candidates. Competency based interviewing techniques,Julian Vlach Ionitza
Personal Development,"Career Development (1 of 2): Your Brand, Plain & Simple",Did you ever wonder what hiring managers are looking for in a candidate?    Have a look.,"What is important to hiring managers.. How to build your ""brand"".. How to prepare yourself for an interview.",Thomas Giordano
Personal Development,Embedded Systems Job Interview 101,"This course is a 360 overview of embedded systems paradigm: competencies needed, how to get prepared, and what to expect","Have a complete understanding for  competencies needed, how to get prepared, and what to expect in  an embedded system interview.. Have a 360 degree overview of the embedded system paradigm. Better prepare your resume  for an embedded systems Job position",Smart Embedded Choice
Personal Development,Job Seeker's Guide To Nailing Every Interview,Everything you need to know about interviewing so you can get the job of your dreams.,"Effectively navigate every aspect of the interview, from start to finish.. Create targeted, compelling answers to even the toughest interview questions.. Identify weaknesses and improve skills to make a better/stronger impression.",J.T. O'Donnell
Personal Development,Job Interview Masterclass: Acing The Job Interview Course!,This job interview masterclass will equip you with the right tools to ace that job interview! YES...,The importance of communication skills during a job interview. How to appear confident in a job interview. How to communicate effectively in a job interview,Tutorologist ...
Personal Development,Job Seekers Guide to Resume Writing and Interview Skills,The Ultimate Guide to Land Your Dream Job,"With more than 12 years of experience in corporate recruiting and interviewing, you get practical insights & strategies to land your desired job effortlessly. Understand HR recruitment process. Think like an interviewer",Ayman Hamza
Personal Development,SQL Tricky Interview Questions Preparation Course,Handle Tough Interview Questions on SQL. Save time in Interview preparation.,Learn important concepts of SQL. Handle tricky SQL interview questions. Implement complex SQL queries,KnowledgePowerhouse !
Personal Development,Help Desk - Technician,An introductory course about being a technician in the help desk industry.,Learn the principles of customer service. Learn the principles of IT service management. Understand the advance technical knowledge and skills for help desk staff and technician,The Art Of Service
Personal Development,23 x Ways your IT Support Company Can Make More Profit,Grow your Tech Firm by Selling More Services to Existing Customers,How to build more revenue in your IT company. 23 new product ideas you can offer your customers. IT security products you should offer customers,Jonathan Edwards
Personal Development,Computer technician training for CompTIA A+ certification,Ideal if you want to become a computer tech and get the certification,All about computer technician,Gabriel Barrandeguy
Personal Development,Windows 10 Troubleshooting For IT Support - Part 2,Learn How To Troubleshoot Windows 10 & Get An IT Support Technician Job,Understanding Network Principales. How To Troubleshoot and Fix Network Issues. Understanding How Windows Updates Works,Zine Eddine BENDJABALLAH
Personal Development,The Art Of Rooting Android : from noob to a Root God,"At the end of this course you can call yourself a Root God, Learn everything in the Android technical support world",Android Rooting/UnRooting. Android CustomRoms flashing /StockRoms flashing. FRP unlocking,Junaid Tariq
Personal Development,ComputerCavalry - A+ IT Administrator,From Beginner to IT Hero: Free Tools to Master Modern Administration Tasks,IT Administration,Korey Sheppard
Personal Development,Working Help Desk Tickets (Real World Examples) for Entry Lv,"Real World Examples, real tickets, real solutions, real experience.",Learning a Jira Ticketing System. Noting Tickets and Communicate with Users/Customers. How to resolve Trouble Tickets and company policy rules,"Ervin ""cobuman"""
Personal Development,Bookkeeping Job Search Guide,"Bookkeepers qualifications, qualities and soft skills. Expedite your job search and be in control of your career path.",Prepare to become a qualified bookkeeper. Assess your bookkeeping skills and competencies by completing the Bookkeeping Hiring Test. Understand the job market and specific duties and responsibilities for various job postings related to bookkeeping,Majo Jacinto
Personal Development,"Job Analysis: Skills for Trainers, Recruiters, and Managers",Learn to create a thorough job analysis report with buy-in from key stakeholders!,Know when to conduct a job analysis. Conduct a job analysis. Use tools to complete a thorough job analysis,Mike Hughes
Personal Development,Mastering Job Interviews - The Complete Guide,"How to land any job you want using proven techniques, and make the whole process quick and enjoyable.","How to get any job you want. The formula for the perfect, irresistible CV. The right mindset for the job interview",Memi Lavi
Personal Development,"Get a Job in Dubai : Work, Live and Relocate to Dubai","A Step by Step course with loophole, tips, tricks & techniques to Beat the competition, Get a Job & Relocate to Dubai.",Understand the requirements & prerequisites. Deep dive into Dubai's job market & it's landscape. Learn the local laws & legalities,Khaled Mousa
Personal Development,German for Job Interviews: Top 10 Questions and Best Answers,Master the German language used in job interviews and maximize your chances to work and live in Germany,You will give impressive answers to the 10 most common job interview questions. You will know how to become the top candidate for your dream job. You will boost your German language skills,Ingo Depner
Personal Development,The Complete Guide To Getting A Teaching Job,Everything you need to know to land your dream teaching job,Use unconventional job search techniques to find teaching jobs ahead of the competition and land interviews . Confidently walk into any teacher interview with knowledge of the top questions interviewers ask and the best answers. Teach a demonstration lesson that will impress,Marjan Glavac
Personal Development,Get Your Dream Job With LinkedIn: Job Search Masterclass,LinkedIn Resume | Improved LinkedIn Profile | Build LinkedIn Network | Find Recruiters on LinkedIn | Job Search,Complete Understanding Of Each And Every Section Of A LinkedIn Profile. How To Sell Your Abilities And Convince Anyone To Hire You. Create A Complete LinkedIn Profile That Creates Your Presence On LinkedIn,Salil Dhawan. Peter Alkema
Personal Development,Business 101: Business Communication Skills,"Learn the right things to say, how to say them, and what to do in any business situation! Become a communication pro!","Learn From A Top Rated Instructor Who Has Been Teaching On Udemy Since 2013 and Taught Over 100,000 Students!. First Impressions. Proper Online Etiquette","Chris Benjamin, MBA & CFO"
Personal Development,"Complete Guide to Professional Memos, Letters and Reports!","Master the art of memos, letters and reports. Impress your employer and colleagues with professional formatting today",How to format each document. How to type a memorandum. How to type a formal letter,Victoria White
Personal Development,Breaking barriers in business - crosscultural communication,"learn how to work with other cultures: communicate, give feedback, build relationships and manage differences",Map and understand cultural differences. See how these differences affect everyday work. Learn to improve crosscultural team work,Zofia Baranska. Marta Carter. Irek Zyzanski. Alicja Sekret
Personal Development,Elite Effective Communication Skills & Confidence at Work,"Communicate better, speak confidently, stay in control of conversations and meetings. Business Communication for Leaders","Convey your message clearly and get the listener to pay attention and take action.. Project a confident speaking style, so people respect and believe you more.. Tips and research to improve your business communication levels so you can get your message across.",Andrew PM Tse
Personal Development,Contact Center Fundamentals,Want to learn the Contact Center World? Want to become a Contact Center Professional,Learn the basics to advanced concepts of Contact Center for the Enterprise. Learn Architecture of Cloud Contact Center. Design Highly Resilient and Scaleable Contact Center Solutions with Artificial Intelligence,Juan Sebastian Garcia
Personal Development,Internal Communications Fundamentals,Gain insights about one of the fastest growing functions within public relations/corporate communications.,"Learn what is internal communication, what it entails, why it is crucial for organizations, whom it impacts, who manages it and how it works. You will hopefully at the end of this module gain an understanding of what internal communication can achieve and why this function is essential for the success of organizations.. What are the key principles and how it works",Dr. Aniisu K Verghese
Personal Development,Master Amazon Business Writing,"Unlock the Power of FAANG-Style Business Writing: Your Path to strive in Facebook, Google, Amazon...",Learn to write from an ex-employee of a Fortune 500 company. How writing builds a launchpad for a successful career. How to write tailor-made emails that stand out!,Fred Braun
Personal Development,Equity Research Report Writing,Learn how to write an ER report professionally. Dos and Donts in ER report writing.,"Learn how you should approach ER report writing. And with practice, you should be able to write incredible ER reports.. Understand the Sell Side Reports and its categories. Learn to Develop Logic Using Minto's Pyramid",EDUCBA Bridging the Gap
Personal Development,How to Be a Better Writer: Business Writing & Communications,Write Persuasive Emails | Speeches | Slide Decks | Reports | Ad Copy | How to Use ChatGPT | Learn POWER and POISON Words,"How to write powerful emails, letters, reports, speeches, slide decks and more. How to get your readers to take the actions you want them to take. How to appear confident and intelligent through your writing",New Anthem Learning
Personal Development,Business report writing: create more impact,How to write a business report that is more effective and engaging,How to cater the report to your readers/stakeholders. How to create an effective report outline. Strategies to make your report more concise and engaging to any reader,Ashan Goonetilleke
Personal Development,Persuasive Business Writing Skills,Professional Writing Skills to persuade and influence your audience - achieving your objectives every time,Learn how to use professional 'business English'. Understand the power of emotion in written communications. Discover the various ways to structure your argument for maximum impact,Ted Wainman MBA ACA
Personal Development,REPORTING SKILLS & PROFESSIONAL WRITING,"LEARN TO PLAN, DRAFT AND EDIT REPORTS THAT LEAD TO ACTION",SET REPORTING OBJECTIVES. COLLECT /ANALYSE DATA AND DRAW CONCLUSIONS / IDENTIFY LESSONS LEARNED. PLAN YOUR WRITING AROUND THE REPORT OBJECTIVES AND READER'S NEEDS,ELD TRAINING
Personal Development,Resume Success Formula: Create a Resume That Gets Results,3 Simple Steps to Writing a Resume That Gets Interviews - Created by a Human Resources Professional & Resume Writer,"Get insider knowledge from an HR Professional so you understand what hiring professionals (Recruiters, HR, and Hiring Managers) at major companies want to see. Choose from six resume templates with proven success (used by hundreds of clients to get interviews and land their ideal roles!). Learn easy fixes to sticky situations such as employment gaps, lack of experience, changing careers, and more (plus watch ONLY the videos that apply to you)",Vida Thomson
Personal Development,"Resume/CV, cover letter, interview","When you decide to look for your dream job, remember this course - I'll be here for you...",How to find your ideal vacancy. How to construct a resume/CV targeted for your dream job. How to compose a cover letter that makes a connection,Dr Peter J Mitchell
Personal Development,Resume Writing - The Ultimate Resume Writing Course,Write an amazing resume that gets attention and helps you get the job you want. By a top professional resume writer.,Write a powerful resume that gets the hiring manager's attention.. Write a powerful resume that stands out from the competition.. Write a powerful resume that makes it to the top of the hiring manager's stack because it passes the automated filters.,Dave Espino. James Lynch
Personal Development,World-Class CV / Resume (2020),Learn directly from a Global Resume Writer with +19 years recruitment & HR Experience,You will learn what changes to make to your CV that will IMMEDIATELY start landing you job interviews. Over 2000 satisfied students can't be wrong can they?. This investment is unbelievably good value if it helps you to land a job paying anything from 10k to 100K a year,Steven Green
Personal Development,Get a Job with Great English,"English Job Application Writing - Write Resume/CV, Cover Letter and SEVEN types of Emails to Companies",Write a great CV or Resume in perfect English. Write a 5-star Cover Letter in English. Write impressive emails when applying to a company,Francis Carlisle: Last Minute English
Personal Development,Resume Writing for Beginners,How to Write Winning Resumes & Cover Letters,Write resumes that will get you selected for job interviews. Use key-word-stuffing techniques to give your resumes and cover letters a competitive advantage. Write cover letters that employers will love,Rich Blazevich
Personal Development,HOW TO WRITE A KILLER RESUME AND A TOP LINKEDIN PROFILE!,"Write a ""recruiter magnet"" CV / Resume - Put Your LinkedIn Profile On Steroid - Land More Job Interviews!",Send job applications and Receive more employer phone calls!. Write a Killer Resume / CV that Employers will love!,Hamza Zaouali
Personal Development,TopTireReview Tire Education Series,Tire knowledge,"Tire Basics and Terminology: Grasp key tire concepts, types, and industry terminology.. Tire Construction: Components & Materials: Understand tire construction, materials, and their roles.. Tire Performance: Analyze factors influencing tire performance like tread design and pressure.",Dr Edwin Pang
Personal Development,ASE A1 Engine Repair Practice Test Questions,The only practice test you will need,Testing if you can identify engine repair. The basics in engine diagnosis. Identifying lubricants repair,Best Courses List
Personal Development,Auto Repair Basics : Learn Oil Changes,Overcome the fear of car repair start doing simple oil changes today,Learn how to perform an oil change on your car. Learn the different issues you might run into when doing an oil change. Learn the tools required to successfully complete an oil change,Khaled Fawaz
Personal Development,Chiptuning of Diesel Engines in WinOls - Basics,"Become a chiptuner. Understand modern car chip tuning of diesel engines (MD1, EDC17, MED17 etc.). Crucial basics.","The basics of chiptuning of diesel engines (EDC17, MD1, etc.). How to find important maps. How to use the ready project to find maps in a similar project",Thomas Pirowski
Personal Development,Helping Your Child With Explosive Emotions,"The research, best practice strategies and therapist top tips by a team of Senior Paediatric Occupational Therapists.",Learn about what emotional regulation means for your child. Understand the developmental stages of emotional regulation. Learn about the crucial steps before a child can self-regulate their emotions,Bella Martini
Personal Development,Navigating Challenging Behaviour in children,Behaviour that challenges,How to identify challenging behaviour. How to respond to challenging behaviour. The right attitude to challenging behaviour,Meme Boham
Personal Development,Parenting A Projector Child : Human Design,Key energetic insights on how to consciously parent and grow with your projector child,Understand the projector energy type and how it works. Understand the importance of teaching emotional intelligence. Understand how to implement inner child healing work,Liz Marie
Personal Development,Home Schooling,"Benefits and Challenges of Home Schooling. A Range of Home Schooling Approaches. Guidance, Recommendations & Strategies.",Lesson 1: What home schooling is. Lesson 2: Benefits and Challenges of Home Schooling. Lesson 3: A Range of Home Schooling Approaches,Jason Manderson
Personal Development,Child Psychology : A child Developmental Psychology,A study of subconscious and conscious childhood development.,Growth and Development of Child.. Understand Children Intention and behavior at different stages of growth. Un-conditional love and care for baby,"George Eliot  ( Dual Masters, Dip.)"
