Main_Category,Course_Title,Description,Course_Content,Lecturers_name
Office Productivity,SAP SD Training - in Plain English,This comprehensive SAP SD Training course will teach you everything you need to learn about SAP SD,Understand the basics of SAP SD business scenarios. Understand how to configure the basic scenarios in SAP SD. Be ready to configure the most common configuration in SD,Siva Prasad
Office Productivity,SAP SD - Order to Cash Simplified for Beginners,Make Your First Steps in the SAP Sales and Distribution Processes (SD),To know the process Order to Cash and its documents in SAP SD.. To maintain master data especially for sales.. To perform standard sales activities for materials.,Ulrika Garner
Office Productivity,SAP SD Advanced Training,Step 2 - Land your dream SAP SD job,"Face any SD Interview without fear. Be conversant with advanced topics in hot areas like Pricing, Billing, user exits, BaDIs etc. Talk fluently about practical areas of work during SD interviews",Siva Prasad
Office Productivity,SAP Sales and Distribution (SD) Super User Training,"A complete Beginner and Intermediate SAP SD Training - Step by Step by guide, perform all the task in the SAP System in","Learn the basics of the SAP System. Customize the interface to your own liking. Learn how to navigate, search and get help",SAP Academy
Office Productivity,SAP Customer Service (CS/SM) - Service Management module,"Real World SAP CS and SD, Repair Orders, Service Orders, Service Contracts","How to work with and create Repair Orders, Service Orders, Service Contracts, and Notifications. Learn the use and functionality of Equipment, Serialization Profiles, Functional Locations, and Task Lists. Master the business process flows for Service Contracts, In-House Repairs, and Field Service",John von Aspen
Office Productivity,SAP SD - S/4HANA / Fiori,SAP SD - Understand the SAP SD in Fiori User&Configuration,Understand Sales Process within SAP S/4HANA with Fiori. Get a deep understanding of the Documents on SD Documents and its Data. Understand and Learn what are the new features in Fiori for Analytical reports in Fiori,Isa Bodur
Office Productivity,SAP Supply Chain : Learn EDI & Idocs Interface Architecture,"Understand and Implement an E2E Supply Chain EDI solution by using industry standards, middleware, Idocs in SAP S/4",Understand the End to End process flow and the use case of interfaces in the Supply Chain. Learn to implementing and build an end to end EDI solution for the Supply Chain. Understand the core concepts for building EDI interfaces (using SAP) for the supply chain,Abdul Maulud
Office Productivity,SAP SD for Beginners - Your Guide to SAP ERP Top SAP Module,Hatch into SAP ERP (module SAP SD) by Learning the Basics of Sales and Distribution in SAP,Finish an end to end implementation of SAP SD in SAP. Get a head start in the complex technologies of modern day SAP. Obtain the opportunity to learn more complex things in SAP later (e.g. HANA),Dhruv Bais
Office Productivity,SAP SD (Sales & Distribution) - Configuration and End User,The course covers both configuration and end-user processes for SAP SD Module,Be able to work as SAP SD Consultant. Configuration and Implementation for SAP SD module. Requirements gathering for the Business Order to Cash process cycle,Rana W Mehmood
Office Productivity,SAP SD  Quick Course on ECC&S/4 HANA with Fiori Apps,SAP SD-Quick& Effective course to understand & execute OTC End to End flows  in ECC & S/4 HANA for beginners,"This course helps Beginners to Intermediate level of SAP  SD  module aspirants to understand  the key OTC process flows. The execution process flow helps the learners to know the SAP  ECC &S4 HANA  SD flow, different mile stones across the processes and a quick execution cycles. SAP Order to Cash Quick execution and understand the essence of the Module flow,features and functions",SanthaRam S
Office Productivity,SAP SD-Essential Reports-Fiori/Standard/Z in ECC&S4HANA,Unique& most Essential Reports Course in SD-Learn and practice key Fiori /standard /Z-Rprt Execution/Analysis Functions,SAP ECC/S4 HANA  Sales and Distribution Reports course  enriches the learners with the Reports based on Business case and the analysis for the future planning. Explore and learn most important SAP SD Fiori apps/ standard reports/LIS and Query  reports to get most out of  Day to day reporting/Strategic analytics. Back order and Availability overview  Reports/Stock in Transit/Credit Reports/Customer Open Lines-Outstanding Payments/Querying/LIS reports and Many more....,SanthaRam S
Office Productivity,SAP SD complete Pricing concepts,SAP Pricing for Global  business,SAP Global Sales Pricing. Pricing introduction. Pricing condition technique,JAGADISH KOOMAR .
Office Productivity,SAP SD Functional Specs and Development of RICEF Objects,SAP SD-FS-RICEF_Super effective course to Learn how to write a Functional Specification Document for  RICEF Objects,"Learn the  Business requirement gathering , prepare a Functional Spec, coordinate with Developer on coding and test the reporting requirements thoroughly.. You will learn to write a functional Spec for a Report",SanthaRam S. Kavya A
Office Productivity,Real World SAP - SD Pricing for Freight,SAP SD Pricing Training for Real World Projects (Sales and Distribution),"How to rationalize and understand pricing business requirements - a key skill for freelancers. How to create Pricing Procedures, Condition Types, Access Sequences, Pricing Tables. How to use and configure Group conditions, Scales, Promotions, Surcharges, Delivery Pricing",John von Aspen
Office Productivity,SAP SD Sales and Distribution (basic to advanced),SAP SD training covers basics to advanced level of SAP Sales and Distribution management process and their configuration,End-to-end knowledge of SAP SD module. SAP server demonstration of each functionality of SAP SD. Sales Order processing including Sales Order (SO) creation,Uplatz Training
Office Productivity,Real World SAP - SD Pricing Cost Plus Scenario,Real World SAP SD (Sales and Distribution),"The skills to configure pricing in SAP SD for a Cost Plus pricing scenario. How to create new pricing condition types, pricing procedures, access sequences, and pricing tables. Understand real world projects and their difference from classroom training fluff",John von Aspen
Office Productivity,SAP SD (Sales and Distribution) Certification Training,SAP SD training covers basics to advanced level of SAP Sales and Distribution management process and their configuration,"Comprehensive coverage of all processes and functionality of SAP SD module. Pre-sales activities including Inquiry and Quotation creation. Shipping, including Outbound Delivery document creation",Uplatz Training
Office Productivity,SAP SD Pricing simplified-Newbie to Intermediate Level,SAP Effective pricing Design- Techno Functional /Optimization Technics -Real time Business Case Demos,Aspirants of SAP SD Pricing will learn the Concepts of Pricing Equation- Gross To Net-  Condition Technique- Various elements of Pricing  elements for configs.. Continue to Configure the elements like Condition Types - Condition Tables- Access Sequence- Pricing Procedure-Assignment- Understand the Logic behind 16 Fields. Also understand and Practice the Prices/Discounts/Freights/Taxes with detailed Examples,SanthaRam S
Office Productivity,SAP SD S/4 HANA with Certification Practice Test & Interview,Learn SAP SD - Sales and Distribution with Certification Practice Test &amp; Mock Interview,"Foundational SAP SD Knowledge : Build a strong understanding of SAP SD, from fundamental concepts to project overviews.. Master Data Proficiency:  Learn to manage crucial SAP SD master data, including Material Master and Business Partner information. etc.. End-to-End Process Expertise:  Navigate the complete order-to-cash process, mastering functional configurations for smooth operations.",ZK Tutorials
Office Productivity,"Mastering SAP's Order to Cash Process: Watch, Learn & Earn",Next Step: Proceed to secure your desired SAP SD position,"Approach an SD interview with confidence and without feeling afraid.. This course provides comprehensive training on SAP Order to Cash process with real-time error resolution techniques for mastery.. Learn the end-to-end process of Order-to-Cash in SAP with MFAB's comprehensive course. Includes: sales order, delivery, billing, invoicing, payment, and more.",MFAB Online
Office Productivity,SAP S/4HANA Sales and Distribution : An end to end Guide,SAP S/4HANA Guide for every SAP Consultant,Students will get an unique exposure to end to end process of SAP S/4HANA Sales and Distribution Process.. The course will make you ready to face consultancy world.. If you are business user this will provide you expertise to deal with the Sales Business Process in SAP.,Global Learning Labs .
Office Productivity,SAP SD Business processes and Cross module integration,SAP SD Business  processes for Global understanding in simple English,SAP SD / MM 17 IMPORTANT BUSINESS PROCESSES MUST KNEW TO FACE REAL TIME WORK SCENARIOS. CASH SALES PROCESS. RUSH ORDER PROCESS,JAGADISH KOOMAR .
Office Productivity,SAP Sales and Distribution: A Guide to SD Implementation,"Learn key concepts of SAP SD - Sales, Pricing, Invoicing, Billing, Shipping, Delivery, more. Become an SAP SD Consultant","Learn end-to-end implementation, configuration, management of SAP SD. Become an SAP SD Consultant and/or End User. Prepare for SAP SD Certification exam",Uplatz Training
Office Productivity,SAP SD Rebates - Be a rebates expert,SAP SD Rebate pricing detailed explanation,Rebate processing intro definition and Types. Rebate with Example explanation. Rebate prerequisite setting to activate,JAGADISH KOOMAR .
Office Productivity,SAP FICO (Financial Accounting & Management Accounting),The course covers both configuration and end-user processes for SAP FICO module,Configuration and Implementation for SAP FICO module. Requirements gathering for the Business Record to Report process cycle. SAP Business analysis to improve financial activities,Rana W Mehmood
Office Productivity,SAP FICO (Finance & Controlling )  Simplified For Beginners,"SAP FI CO Comprehensive Training for Beginners /SAP Financial Accounting End-Users to become SAP Consultant ,sap finance","Complete Configuration of all Business Process  & End-user Testing. Learn How to add FIORI app to Launchpad and also learn launchpad - designer. Learn S4/HANA Configuration for GL, AP , AR, FIORI- check Curriculum for all topics",R eLearning Solutions
Office Productivity,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Hatch as a Beginner in SAP FICO by Learning the Basics of Financial Accounting in SAP,Finish an end to end implementation of SAP FICO in SAP. Get a head start in the complex technologies of modern day SAP. Obtain the opportunity to learn more complex things in SAP later (e.g. HANA),Dhruv Bais
Office Productivity,SAP FICO-Electronic Bank Statement(EBS)+Lockbox,"SAP FI CO, SAP Finance, SAP Controlling, SAP Financial Accounting, SAP Electronic Bank Statement MT940 ,BAI2, LOCKBOX","Complete SAP EBS , APP-DMEE & APP -IDOC (Functional) Configuration. Complete End-User Testing. Understand Search String Concept , Configuration & Testing",R eLearning Solutions
Office Productivity,Best SAP FICO Tutorial For Beginners & Freshers (SAP ERP),"sap fico training , sap fico certification, sap fico consultant, sap finance, sap fico end user, sap fi, sap fico videos",Configuration and Implementation of SAP FICO Module. End-User Activities step by step with Proper Notes. SAP FICO Business Blueprint with Requirements gathering,SAP Easy Learning For Beginners
Office Productivity,SAP FICO- APP-DMEE From Scratch to Advance,"SAP FI CO, SAP Finance, SAP Controlling, SAP Financial Accounting, SAP FICO Training, SAP FICO Certification,","Complete Automatic Payment Program Configuration. SAP APP-DMEE Tree Configuration. Practical Understanding of Key Terminology associated with APP-DMEE like Aggregation,Conditions,Technical Node, Atoms etc",R eLearning Solutions
Office Productivity,SAP MM -Material Management Simplified For Beginners,"Exclusively designed SAP MM Training for End-Users, MM-Super-users , SAP Beginner to become SAP MM  Consultant, S4 HANA",Become SAP MM Consultant in no time. SAP MM Complete Configuration and End-User Testing. SAP MM real-time business process,R eLearning Solutions
Office Productivity,SAP FICO (Finance and Controlling) Certification Training,"Learn SAP FICO, the hottest module of SAP in a step-by-step comprehensive training course. Start your SAP career today.",Full & comprehensive SAP FICO training course. Understand the end-to-end implementation of SAP FICO module in any organization. Become an SAP FICO consultant and make a successful career in SAP,Uplatz Training
Office Productivity,SAP COPA  Controlling & Profitability Analysis S/4 HANA,"COPA Planning, COGS Split, Price Variance Split, COPA Derivation,Top Down Distribution,COPA Realignment, Report Painter.",Students will able to get Knowledge of SAP COPA S4 HANA 1909,Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Office Productivity,SAP CO - Product Costing S4HANA,End-to-End concepts and configurations of SAP S4HANA CO - Product Costing,Introduction to Product Costing. Concept of Quantity structure. Bill of Materials,AC e-Consulting Solutions
Office Productivity,"SAP CO Product Costing, Material Ledger and COPA Scenarios","S/4 HANA-2022: CO (Controlling) Product Costing, Material Ledger and COPA Scenarios discussions with SAP consultants",Organization Structure-Configuration.. Financial Accounting Settings-Configuration.. CO Basic- Organizational Structure Settings-Configuration,Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Office Productivity,SAP FICO Product Costing -Simplified For Beginners,Learn step by step Template allocation Configuration and practical application in SAP FICO Product Costing,"Complete Product Costing Configuration & End-User Testing. Cost Component Configuration, Costing Variant Configuration. Template Allocation Concept, Configuration",R eLearning Solutions
Office Productivity,SAP FICO for everyone,"An practical guide to learning ""SAP FICO""",Get your first job in SAP. Gain a recession proof skill & earn six figure salary. Gain understanding of an ERP system from SAPperspective,SAP Training Now & OJAYO SAP education university
Office Productivity,"SAP CO Product Costing-""By Sales Order Scenario"" S/4 HANA","SAP CO: ""Make To Order"" Scenarios with and with out Sales Order Controlling object :Valuated & Non-Valuated",Students will able to get complete Knowledge of SAP CO Product Costing-By Sales Order Scenario in S4 HANA 1909,Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Office Productivity,SAP CO Material Ledger in S/4 HANA - Part-One,"Material Ledger with Multiple Currencies ( Company Code Currency, Group Currency and Hard Currency) in S4 HANA 1909",Students will able to get complete Knowledge of Actual Costing (Material Ledger) Flow in S4 HANA 1909,Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Office Productivity,"SAP FICO ""Touch The Finish Line"" (3 Months free access)","SAP FICO ""Touch The Finish Line"" (Placement guaranteed for US based candidates)","Complete End to End Configuration, Business Functions with Real time scenarios. What to expect during your first SAP Project. How do you build confidence along the way?",VRIT Tech Inc
Office Productivity,SAP CO Material Ledger in S/4 HANA - Part-Two,"Material Ledger with Multiple Valuations (Legal, Group and Profit Center Valuations)-Transfer pricing in S4 HANA 1909","Students will able to get complete Knowledge of Actual Costing (Material Ledger) Flow in S4 HANA 1909. Topic: Transfer Price, Distribution Usage Variance.",Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Office Productivity,"IDoc Trouble Shoot,Processing and Re-Processing for SAP FICO","SAP FICO,IDocs Processing,Re-Processing,Troubleshooting,EDI,EDI Sub Systems, Application Link Enabling (ALE) in SAP",Deep Understanding of IDocs. Deep Understanding of EDI and EDI Sub-System. Deep Understanding of ALE,Delta ERP Consulting
Office Productivity,SAP - SAP FICO Training - A step by step conceptual approach,Complete SAP FICO for beginners. No Fluff Crash Course. Join 3000+ Happy OJAYO Students Already. ,"By the end of the course, you will be proficient in SAP FICO at Intermediate Level",SAP Training Now & OJAYO SAP education university
Office Productivity,SAP Controlling (CO) Certification Training,Learn concepts of SAP CO module in depth. Master SAP Controlling with practical scenarios. Become an SAP CO Consultant.,Introduction to SAP Controlling. Become an SAP FICO Consultant. Prepare for SAP CO and SAP FI Certification exams,Uplatz Training
Office Productivity,SAP Finance and Controlling (FICO) (beginner to expert),Master SAP FI (Finance) & CO (Controlling) modules with detailed config & execution steps. Become an SAP FICO Consultant,End-to-end knowledge of SAP FICO module. Detailed implementation and configuration steps on SAP FICO system. Prepare for SAP FICO Certification exam,Uplatz Training
Office Productivity,SAP CO: Production VARIANCE ANALYSIS in S/4 HANA,"SAP CO : Variance analysis (Input Side & Output Side variances),Scrap Variance with Product Costing in S/4 HANA 1909",SAP CO: Production VARIANCE ANALYSIS in S/4 HANA 1909,Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Office Productivity,Become SAP FICO Consultant with Easy Learning,"Real time project, Lots of Examples & Exercise for practice","Define Organization Structure e.g. Company Code, Business Area, Segment, Fiscal Year, Posting Period, Chart of Accounts. Define General Ledger. Define Accounts Payable",Veer Tutorial. Mahavir Bhardwaj
Office Productivity,"SAP CO Product Costing-""By Period Scenario"" in S/4 HANA",Product Cost Collector without/with Reporting Points & De-Coupling (Mix of PCC & Order) Scenarios in Repetitive Mfg Proc,SAP CO Product Costing by Period Scenario-Repetitive Manufacturing in S4HANA 1909. 1).Concept of Product Cost Collector :Repetitive Manufacturing Process.. 2).Identifying the materials of which Repetitive Manufacturing process.,Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Office Productivity,Become an SAP HCM Consultant,Step by Step Configuration of SAP HCM Core Modules,Basic understanding of SAP ERP Human Capital Management. Overview of the main functionality of SAP ERP HCM. SAP HCM Navigation and Terminology,Ahmed Ather
Office Productivity,SAP Human Resources (HR) for Beginners,Hatch as a Beginner in SAP HR by Learning the Basics of Human Resources and HCM,Finish an end to end implementation of SAP HR in SAP. Get a head start in the complex technologies of modern day SAP. Obtain the opportunity to learn more complex things in SAP later (e.g. HANA),Dhruv Bais
Office Productivity,SAP HCM (Human Capital Management) Certification Training,"Learn SAP HCM with HR & Personnel Management, Payroll, ESS & MSS, Training & Events, Compensation, Benefits, Recruitment",Understanding SAP ERP Human Capital Management. In-depth explanation of SAP HCM module. Understand the Navigation and Terminology of SAP HCM,Uplatz Training
Office Productivity,SAP HCM Enduser Course,"Learn step-by-step processes of the SAP HCM system as an end user.  Includes Navigation, Reporting, OM and PA module","SAP HCM Navigation -  Become an expert navigating in the SAP HR system. SAP HCM Organization Management - You will learn the different objects, structure of the Organization Management module. SAP HCM Personnel Administration - Get an understanding of which infotypes you can store master data",Stephen Sequeira
Office Productivity,SAP HR-HCM,A complete training to define the HR Organizational Structure,Understand theory and practice of SAP HR configuration and structuration,Henri Emmanuel
Office Productivity,SAP HCM Payroll (beginner to guru),Learn SAP HCM Payroll module from beginner to expert level. Become an SAP HR Consultant and crack SAP HCM Certification.,"Learn SAP HCM payroll process. Gain knowledge on how to run a payroll process. Understand Payroll Areas, Schemas, InfoTypes, other functions",Uplatz Training
Office Productivity,SAP HCM Payroll (beginner to expert),"Learn SAP HCM Payroll with payroll overview &amp; data, payroll elements &amp; process, payroll reports &amp; results, process model",End-to-end knowledge of SAP HCM Payroll module. Become an SAP HCM Consultant or Power user. Prepare for SAP Certified Application Associate - SAP HCM Payroll with ERP 6.0 EHP7,Uplatz Training
Office Productivity,SAP HCM US Payroll Certification Training,"SAP US Payroll - US Payroll, Schema, Wage Types, Taxation, Time & Benefits Management, Time Evaluation, Insurance, LSMW.",End-to-end knowledge of SAP HCM US Payroll module. Prepare for SAP US Payroll Certification Exam. Become an SAP HCM US Payroll Consultant/Specialist,Uplatz Training
Office Productivity,SAP HCM | SAP Human Capital Management Real Practice Tests,3 Complete Practice Tests with 120 Realistic Test Questions for SAP HCM Exam based on the latest exam syllabus.,To take and pass the SAP HCM certification exam after taking these real simulation practice tests.. For all HR Professionals who want to learn how to take advantage of the administration and payroll documents.. For anyone who want to upgrade his career to a whole new level with an SAP HCM certification!,Mall Academy
Office Productivity,SAP UK Payroll (beginner to guru),"Understand complete structure, concepts, and implementation of SAP UK Payroll module. Become SAP UK Payroll Consultant.",Deep-dive into concepts of SAP HCM Payroll and SAP UK Payroll modules. Understand the configurations and implementation of SAP UK Payroll module. Master SAP UK Payroll and make your career as SAP HCM Consultant,Uplatz Training
Office Productivity,PCRs and SCHEMAs for Beginners in SAP HCM Payroll and ECP,Learn how to write PCRs and SCHEMAs in SAP HCM Payroll for incorporating any logic in Payroll driver,Reading and analyzing payroll log. Reading/Editing/Creating SCHEMA for payroll (Any country). Reading/Editing/Creating PCRs for payroll (Any country),Anurag Kharpate
Office Productivity,SAP SuccessFactors Onboarding 2.0,Learn the concepts &amp; skills required to perform SAP SuccessFactors Onboarding 2.0 implementation projects for customers.,Deep-dive into SAP SF Onboarding 2.0 module. Prepare for SAP SuccessFactors Onboarding 2.0 Certification exam. Understand SAP SuccessFactors Onboarding 2.0 Implementation Process,Uplatz Training
Office Productivity,SAP ALE for beginners,How to setup SAP integration between two SAP systems and make it efficient,You'll be able to setup SAP ALE integration stack from scratch to send and receive data between SAP systems,Roman Velichko. Vitalii Potceluev
Office Productivity,SAP HCM UK Payroll Certification Training,"Learn SAP UK Payroll concepts, management & configuration. Become SAP UK Payroll Consultant and crack SAP certification.",End-to-end implementation & management of SAP HCM UK Payroll module. Gain knowledge of Payroll Control Center Configuration. Learn the processing of standardized UK Payroll system,Uplatz Training
Office Productivity,SAP HCM- SAP Core Modules- PART-1,"SAP-OM , SAP-PA , SAP-PT , SAP-PY","The course is for the students for whose who are willing to became an SAP Human Resource consultant(SAP HCM).. Participants who has adequate HR Business experience , this course give you a upscaling yours experience. can work accross the globe in almost all the verticals of business",SAP Trainings
Office Productivity,Basics of Time evaluation in SAP HCM On-Premise and S/4 HANA,Learn Basics of Time Management and advanced configuration of Time evaluation in SAP HCM On-Premise and S/4 HANA systems,Introduction to Time Management in SAP HCM. Infotypes used in Time Management. Basics of Time Evaluation,Anurag Kharpate
Office Productivity,SAP HCM Payroll with ERP 6.0 EHP7 Practice test,Practice and Prepare for SAP C_HCMPAY2203 Exam.,Explain how personnel calculation rules are used for payroll processing.. Outline the foundational concepts associated with running payroll.. Describe wage type and absence valuation techniques.,MindMentor Academy
Office Productivity,SAP HCM PAYROLL PCR AND SCHEMA- PART-3,SAP HCM PAYROLL PCR AND SCHEMA,"The course is for the students for whose who are has exposure in SAP HCM working knowledge. Participants who has adequate HR Business experience , this course give you a upscaling yours experience. can work across the globe in almost all the verticals of business",SAP Trainings
Office Productivity,SAP HCM TIME PCR AND SCHEMA- PART-2,Time Management PCR and Schema,"The course is for the students for whose who are has exposure in SAP HCM working knowledge. Participants who has adequate HR Business experience , this course give you a upscaling yours experience. can work across the globe in almost all the verticals of business",SAP Trainings
Office Productivity,Learn SAP HCM + Lifetime access to SAP Server for practice,"The only SAP HCM course with lifetime access to SAP Server for real time practice.Pract HR, SAP SD, SAP FI, SAP MM, ABAP","Personnel Administration, Organizational Management, Time Management, Payroll, and Benefits Administration. Navigate through the SAP HCM system. Manage Employee data, including maintaining personnel records, updating employee information and handling organizational changes",Manuel Ernesto Cambota
Office Productivity,Basics in Cloud Computing with SAP Cloud Platform,Learn about SAP Cloud Platform in detail and also build & deploy your own applications in SAP Cloud. Course is Updated!,Build your own applications using SAP Cloud Platform. Understand new terms around Digital Transformation & Cloud Computing. Complete understand what is Cloud Computing means,Srinivas Vanamala
Office Productivity,SAP CPI for beginners with hands-on,Best course to learn and work in SAP Cloud Platform Integration,"You will be creating your own tenant and learning various aspects of SAP CPI.. You'll learn how to use content modifier, number ranges, exception handling, version management in CPI.. You'll also learn request-reply, content enricher, message mapping, content based router, splitter / gather, session handling, etc concepts in SAP CPI",Vishal Saxena
Office Productivity,SAP BTP For Beginners,Learn SAP's Business Technology Platform in detail by exploring the Tools and Services available in SAP BTP.,"Introduction to SAP Business Technology Platform (SAP BTP). Complete Architecture of SAP Business Technology Platform (SAP BTP).. Understand the Fundamentals of Technology Platforms, Intelligent Enterprise, Cloud Foundry, SAP NEO, Runtime, and Platforms.",Srinivas Vanamala
Office Productivity,SAP DWC/Datasphere Masterclass | Hands on Training [Updated],All SAP DWC/Datasphere Trial Feature | Data Builder | Business Builder | Auth | Connect2Cloud | Connect2Reporting tools,"All SAP DWC trial features from scratch. SPACE creation, Data Builder, Business builder. Connect SAP DWC with cloud (GCP, AWS) and on Prem (SAP)",Learn Anywhere. Learn Anywhere. Learn Anywhere
Office Productivity,SAP BTP Training - From Basics to Advanced [Hands-on],Start your SAP BTP Cloud journey From BTP concepts To Development of Full-Stack Fiori Application with CAP & HANA Cloud,"Learn SAP BTP, SAP CAP, SAP HANA Cloud. Step by step detailed guide for beginners to Create SAP CAP Fiori application from scratch using BTP, HANA Cloud & CAP. Introduction to SAP Business Technology Platform (BTP). Understand about - Offerings, Use-Cases, Services, Advantages and Pricing Model of SAP BTP",SAP TutorPro
Office Productivity,"Step-by-step guide to SAP BTP, SAP HANA Cloud,CAPM, BAS","SAP HANA Cloud, Cloud Application Programming, Business Application Studio, BTP","Step by step guide for beginners from scratch to learn latest technology (SAP BTP/ HANA Cloud), No programming knowledge required. In very simple words !!. You will understand basics of SAP BTP and New Business Applications Studio environment. Development using BAS, Working on HANA Cloud, HANA Database Explorer",Saurabh Asthana
Office Productivity,SAP Cloud Platform Integration CPI Project Specific Training,SAP Cloud Platform Integration (CPI) Project Specific Training,End to End CPI Project Based Training to crack interviews and to become a Project-ready Professional.,Praveen Kumar
Office Productivity,SAP CPI: Overview of SAP Cloud Platform Integration,You will learn the overview of SAP Cloud Platform Integration (CPI) and its components,You will learn the overview of SAP Cloud Platform Integration (CPI). Understand different types of SAP Cloud Services. Types of Adapters in SAP CPI,Srinivas Vanamala
Office Productivity,The Complete SAP Analytics Cloud Course,"Learn to create stories, plans, digital boardroom, analytic apps, and make predictions in SAC. Data source included.",Create your own story to build not only pleasing but informative data visualizations. Develop and execute the planning and budgeting using SAP Analytics Cloud. Build big data predictive models using machine learning technologies embedded in SAC,Allen Sun. Fredrick Higgins. Michael Todd
Office Productivity,SAP Analytics Cloud - Master Class,Become the SAC expert in your business and learn tips & tricks from a real dashboard practitioner,Learn from a real practitioner who has professionally built dozens of dashboards in SAC. Create tailor-made storylines with interactivity and flexibility for dashboard viewers. Everything you need to know as a professional dashboard designer in SAC.,Jonas Griesinger
Office Productivity,Getting started with Sap Analytics Cloud,Ultimate course to learn SAP analytics cloud with complete practical examples - Beginner to Expert,Basics and advanced techniques of SAP Analytics Cloud. Building Data models using Flat files and Bigquery. Design your own Stories and Analytical applications using SAP SAC,DataViz Academy
Office Productivity,Predictive Analytics on SAP Analytics Cloud,"Practical Predictive analytical techniques for Business Analysts,managers",Build Classification models in SAP SAC. Build Regression models in SAC. Build Time Series Models in SAC,DataViz Academy
Office Productivity,SAP Analytics Cloud for End Users,Start your journey with SAP Analytics Cloud!,Navigate SAP Analytics Cloud. Define Key Terminology in SAP Analytics Cloud. Connect to Data Sources,Analysis Prime University
Office Productivity,SAP Analytics Cloud for Business(SAC) Certification 2022,"Welcome to SAP Analytics Cloud(SAC) for Business Intelligence Reporting, Planning, and Analytics for Microsoft Office","SAP Analytics Cloud - Navigate and use basic SAP Analytics Cloud features. Explain SAP Analytics Cloud connections - Data Source and Connections. Business Intelligence: Building Stories, Configuring Charts and Tables",Digitial Transformation Acadmy (Battel of mind)
Office Productivity,SAP Analytics Cloud Basics for Beginners with Hands-On,Best course to learn and work in basic concepts of SAP Analytics Cloud,"The volume for all the lectures in this course has been increased as per the feedback received from existing students.. You will be creating your own tenant and learning various aspects of SAP SAC.. You will be learning introduction on SAC, it's uses, features of SAC, register for free trial account Cloud.",Vishal Saxena
Office Productivity,SAP Analytics Cloud : Zero to Hero,A warm welcome to the SAP Analytics Cloud (SAC) course with detailed understanding to all the aspects.,Create your own story to build informative data visualizations. Develop and execute the planning capabilities using SAP Analytics Cloud. Build predictive models using machine learning features embedded in SAP Analytics Cloud,Vipul Sharma
Office Productivity,C_SACP_2321 SAP Exam Simulator Test 2024,C_SACP_2321-SAP Certified Application Associate - SAP Analytics Cloud: Planning-Simulator Test 2024,Understand SAP Analytics Cloud features for planning simulations through comprehensive training modules.. Master SAP Planning Simulator Test functionalities for accurate data analysis and forecasting.. Gain proficiency in SAP Analytics Cloud tools for effective planning simulations and decision-making.,M-21 SAP Simulators
Office Productivity,SAP Analytics Cloud C_SAC_2208 Practice Exam,SAP Analytics Cloud C_SAC_2208 Practice Exam - High Quality Practice Questions SAP Analytics Cloud C_SAC_2208,Students will able to test SAC Overview and Core Concepts. Students will able to test Data Connectivity. Students will able to test Story Design and Visualization,Online Practice Exams Portal
Office Productivity,C_SAC_2402 - SAP Analytics Cloud | Exam Questions,250+ Questions to Prepare for the Certification SAP Certified Associate - Data Analyst - SAP Analytics Cloud,"SAP Analytics Cloud. Story Design. Data modeling, analysis, and integration",Cert PREP
Office Productivity,SAP Analytics Cloud Data Analyzer,Mastering Ad Hoc Data Analysis with SAP Analytics Cloud's Data Analyzer,"Explore the Data Analyzer in SAP Analytics Cloud. Uncover data from Live SAP BW queries, SAP Analytics Cloud models, and Datasphere. Analyze data through tables",Analysis Prime University
Office Productivity,The Complete Oracle SQL Certification Course,"Don't Just Learn the SQL Language, Become Job-Ready and Launch Your Career as a Certified Oracle SQL Developer!",Become Job Ready to Start Contributing as a Database Developer Day 1. Program in the SQL Language to Solve a Variety of Database Problems. Code along with me to PRACTICE and IMPLEMENT everything you learn,Job Ready Programmer
Office Productivity,The Complete Oracle SQL Bootcamp (2024),Become an In-demand SQL Professional! Pass Oracle SQL 1Z0-071 (OCA) Certification Exam Confidently!,Pass Oracle 1Z0-071 SQL Database SQL Certification Exam easily on your first try!. Be Able to Answer any SQL Interview Questions Confidently!. Become a Job-Ready SQL Developer by Learning All the Skills You will Need!,"Database Masters Training | 250,000+ Students Worldwide. Code Star Academy"
Office Productivity,Oracle SQL Performance Tuning Masterclass (2024),Become an Expert on Oracle SQL Tuning and Solve All The Performance Problems of Your SQL Queries and the Database!,Learn How to Solve Critical Performance Problems with Step by Step Approach!. Learn Advanced Indexing Techniques for Ultimate Database Performance!. Learn How to Use Various Performance Tuning Tools for In-Depth Assistance!,"Database Masters Training | 250,000+ Students Worldwide. Code Star Academy"
